"","Chromosome","Start","End","Num_Bins","Mean1","SE1","Mean2","SE2","p_value","q_value"
"1","1",1000001,30000000,25,3.24649743367685,0.0314158818262459,3.25071731812086,0.0312399416278462,0.924514989403437,0.999992119759112
"2","1",30000001,180000000,101,4.00070698874139,0.0122038347587064,4.00070302935104,0.0121354889099233,0.999816671377661,0.999992119759112
"3","1",180000001,210000000,26,4.22575065357291,0.0306938112623743,4.22448636899869,0.030521914917939,0.976815336063475,0.999992119759112
"4","1",210000001,248956422,31,3.99795159361674,0.0226118180315582,3.99796306542668,0.0224851837459872,0.999714156659945,0.999992119759112
"5","2",2000001,99000000,72,4.00138809002388,0.0185460393422969,4.00138031622222,0.0184421748746541,0.999763266994692,0.999992119759112
"6","2",99000001,123000000,17,3.12329468308889,0.0537113684246808,3.12820454709489,0.0534105655101161,0.948721134787932,0.999992119759112
"7","2",123000001,145000000,15,3.90141748914706,0.0547471736653837,3.90196958654207,0.0544405698702147,0.994345237200785,0.999992119759112
"8","2",145000001,242000000,79,3.22982438209915,0.0136988940954091,3.234137641608,0.0136221753784769,0.823621150897227,0.999992119759112
"9","3",1,46000000,38,3.84022144519653,0.0311568948227686,3.84111626237173,0.0309824050444153,0.983807136074336,0.999992119759112
"10","3",46000001,68000000,22,1.9007243768498,0.0164784495471138,1.91248107276798,0.0163861643233956,0.615567709068707,0.999992119759112
"11","3",69000001,198000000,103,4.07704735667005,0.0203903552387609,4.07661586385716,0.0202761619410528,0.9880424744356,0.999992119759112
"12","4",1000001,189000000,149,3.03341374419341,0.0177710272007271,3.03882697367261,0.0176715030788592,0.829139913011784,0.999992119759112
"13","5",1000001,181000000,142,4.22760634830589,0.0150540581371429,4.22633167117604,0.0149697500158552,0.952165532187925,0.999992119759112
"14","6",2000001,170805979,141,3.85074684006423,0.0118925597829061,3.85158271125563,0.0118259571855556,0.960286606528802,0.999992119759112
"15","7",1,98000000,72,4.93446951476713,0.0309001101045298,4.92923615054913,0.0307270584126362,0.904578283129859,0.999992119759112
"16","7",98000001,159000000,51,3.05272690715709,0.0312422507227583,3.05803197600141,0.0310672829207715,0.904402766502943,0.999992119759112
"17","8",1,145000000,111,4.0136441949564,0.015813403384916,4.01356778257426,0.015724842658074,0.997269229735586,0.999992119759112
"18","9",1,39000000,31,1.82124638538415,0.0718676304309194,1.83344818654127,0.071465145941499,0.904576183280476,0.999992119759112
"19","9",69000001,138000000,57,3.13063932395541,0.0269933310929406,3.13550805534006,0.0268421587637911,0.898459837188737,0.999992119759112
"20","10",1,103000000,79,2.78027994093506,0.0428328525949433,2.78711081044147,0.0425929732681347,0.910109578883027,0.999992119759112
"21","10",103000001,111000000,8,1.85117158267223,0.0340990205117785,1.86320579199866,0.0339080537750413,0.806027945989747,0.999992119759112
"22","10",111000001,133000000,18,2.95759197670051,0.0429704220192721,2.96342983525394,0.0427297722543793,0.923819972985076,0.999992119759112
"23","11",1,44000000,40,2.05825314980911,0.0233423995744378,2.06912762813679,0.0232116737703695,0.742027108058601,0.999992119759112
"24","11",44000001,128000000,66,4.08073938736091,0.0257472665176186,4.08028721785284,0.025603072596709,0.99008335439826,0.999992119759112
"25","11",128000001,135086622,8,4.68052091484575,0.101631163546631,4.67670975380831,0.101061992603829,0.979161436274826,0.999992119759112
"26","12",1000001,133275309,111,4.08626962455835,0.0183660848741871,4.08578648373981,0.0182632282160655,0.98513450162444,0.999992119759112
"27","13",20000001,79000000,49,3.72627392741272,0.0841064358830393,3.72780689152891,0.0836354096964184,0.989715084867914,0.999992119759112
"28","13",79000001,107000000,23,4.21439089923034,0.0344118013002815,4.21319023335203,0.0342190828790209,0.980373486255115,0.999992119759112
"29","13",108000001,114364328,6,3.85510654366923,0.070801305385871,3.85591799895782,0.0704047926988981,0.993675598791273,0.999992119759112
"30","14",19000001,105000000,75,4.14969721944625,0.0157897826974422,4.14885886136243,0.0157013542549162,0.970018203103506,0.999992119759112
"31","15",23000001,32000000,6,3.1373322719007,0.0926515842933002,3.14216352037796,0.0921327022128046,0.971232704934764,0.999992119759112
"32","15",33000001,101991189,59,4.04416838739734,0.0243497805235563,4.04392102859695,0.0242134130251045,0.99426499647619,0.999992119759112
"33","16",1,90000000,60,3.99991158722795,0.0354741798022551,3.99991208237117,0.0352755116806027,0.999992119759112,0.999992119759112
"34","17",1000001,83257441,61,4.18791682619364,0.0357876163269423,4.18686442461326,0.0355871928484088,0.983398270004108,0.999992119759112
"35","18",1,14000000,12,4.78659503033117,0.0705289650240023,4.78218981622761,0.0701339775406689,0.965073213218143,0.999992119759112
"36","18",21000001,80373285,54,2.99622380750837,0.0163287423550718,3.00184531396273,0.0162372955452876,0.807610774622631,0.999992119759112
"37","19",1000001,20000000,17,3.02365564593579,0.048816452879152,3.02912352426276,0.0485430632460922,0.937189730182375,0.999992119759112
"38","19",28000001,58617616,23,7.11755912693852,0.119299212266749,7.10009967842296,0.118631093918481,0.917819254730116,0.999992119759112
"39","20",1,24000000,18,4.09291281245236,0.0407164498976152,4.09239246740054,0.0404884231844789,0.992822658957586,0.999992119759112
"40","20",25000001,64444167,30,6.28950492725243,0.0643510296475989,6.27668287904873,0.0639906408166872,0.888132621265105,0.999992119759112
"41","21",14000001,46709983,27,4.03273820577186,0.0320292704472397,4.03255486008542,0.0318498950527099,0.996776885729849,0.999992119759112
"42","22",17000001,50000000,26,3.05451644605381,0.0298984009536955,3.0598114928389,0.029730959192082,0.900567439651494,0.999992119759112
