"","Chromosome","Start","End","Num_Bins","Mean1","SE1","Mean2","SE2","p_value","q_value"
"1","1",1000001,30000000,25,3.28022349331518,0.0569808954341015,3.28022349331518,0.0569808954341015,1,1
"2","1",30000001,178000000,99,4.02114223882381,0.0134878543540115,4.02114223882381,0.0134878543540115,1,1
"3","1",178000001,212000000,30,4.22128705719092,0.0295387864765993,4.22128705719092,0.0295387864765993,1,1
"4","1",212000001,248956422,29,3.99835432453867,0.0320180175425202,3.99835432453867,0.0320180175425202,1,1
"5","2",2000001,100000000,73,4.01821848278454,0.0217212910588045,4.01821848278454,0.0217212910588045,1,1
"6","2",100000001,124000000,17,3.1277270470385,0.0532266467102211,3.1277270470385,0.0532266467102211,1,1
"7","2",126000001,145000000,14,3.92487638365745,0.0558877402599571,3.92487638365745,0.0558877402599571,1,1
"8","2",145000001,242000000,79,3.22747632363428,0.0156016750445532,3.22747632363428,0.0156016750445532,1,1
"9","3",1,46000000,38,3.86036515280292,0.0314129073877164,3.86036515280292,0.0314129073877164,1,1
"10","3",46000001,68000000,22,1.90996167102755,0.0207055044663611,1.90996167102755,0.0207055044663611,1,1
"11","3",69000001,198000000,103,4.07986832331048,0.0232652908445708,4.07986832331048,0.0232652908445708,1,1
"12","4",1000001,189000000,149,3.05338372650849,0.0273660477430826,3.05338372650849,0.0273660477430826,1,1
"13","5",1000001,84000000,66,4.17239783227944,0.0225872443816445,4.17239783227944,0.0225872443816445,1,1
"14","5",84000001,151000000,53,4.34120506835731,0.0215932271026352,4.34120506835731,0.0215932271026352,1,1
"15","5",151000001,181000000,23,4.14287817336251,0.0287942267741021,4.14287817336251,0.0287942267741021,1,1
"16","6",2000001,170805979,141,3.89241255140992,0.013512818836619,3.89241255140992,0.013512818836619,1,1
"17","7",1,98000000,72,4.94848990833859,0.0330581135331909,4.94848990833859,0.0330581135331909,1,1
"18","7",98000001,159000000,51,3.06024002482828,0.0307160685206734,3.06024002482828,0.0307160685206734,1,1
"19","8",1,141000000,107,3.98547166626865,0.0155433059338087,3.98547166626865,0.0155433059338087,1,1
"20","8",141000001,145000000,4,4.50111888271915,0.0806646668803911,4.50111888271915,0.0806646668803911,1,1
"21","9",1,39000000,31,1.81960977966009,0.0700000546762811,1.81960977966009,0.0700000546762811,1,1
"22","9",69000001,138000000,57,3.12856007731234,0.0273231863324131,3.12856007731234,0.0273231863324131,1,1
"23","10",1,103000000,79,2.79820747002324,0.043733853394196,2.79820747002324,0.043733853394196,1,1
"24","10",103000001,112000000,9,1.91157292342505,0.0622131137162599,1.91157292342505,0.0622131137162599,1,1
"25","10",113000001,133000000,17,3.00368489989582,0.0322296673880033,3.00368489989582,0.0322296673880033,1,1
"26","11",1,44000000,40,2.03682925725028,0.0218951769010256,2.03682925725028,0.0218951769010256,1,1
"27","11",44000001,135086622,74,4.18289869783807,0.038978731917925,4.18289869783807,0.038978731917925,1,1
"28","12",1000001,133275309,111,4.10816166743876,0.0207327248636888,4.10816166743876,0.0207327248636888,1,1
"29","13",20000001,40000000,16,3.36457452255981,0.220335593126001,3.36457452255981,0.220335593126001,1,1
"30","13",41000001,114364328,62,4.04842974175673,0.0288341857219086,4.04842974175673,0.0288341857219086,1,1
"31","14",19000001,105000000,75,4.13318663837334,0.0195463081511988,4.13318663837334,0.0195463081511988,1,1
"32","15",23000001,32000000,6,3.11658805823029,0.0944309968011844,3.11658805823029,0.0944309968011844,1,1
"33","15",33000001,101991189,59,4.04967008036104,0.0260602804482563,4.04967008036104,0.0260602804482563,1,1
"34","16",1,90000000,60,4.00401882116985,0.0347844649994163,4.00401882116985,0.0347844649994163,1,1
"35","17",1000001,83257441,61,4.1928463410348,0.0365394895265368,4.1928463410348,0.0365394895265368,1,1
"36","18",1,14000000,12,4.80687515029037,0.0752041311038815,4.80687515029037,0.0752041311038815,1,1
"37","18",21000001,80373285,54,3.00925150372012,0.0166584880279751,3.00925150372012,0.0166584880279751,1,1
"38","19",1000001,20000000,17,3.00291662689721,0.0479270116002369,3.00291662689721,0.0479270116002369,1,1
"39","19",28000001,58617616,23,7.17903445979623,0.122466256525045,7.17903445979623,0.122466256525045,1,1
"40","20",1,24000000,18,4.0913588444184,0.0572803857836109,4.0913588444184,0.0572803857836109,1,1
"41","20",25000001,64444167,30,6.28212772718141,0.0637923733825209,6.28212772718141,0.0637923733825209,1,1
"42","21",14000001,46709983,27,4.04437902569191,0.0355378691433952,4.04437902569191,0.0355378691433952,1,1
"43","22",17000001,50000000,26,3.13569719464456,0.0505120568503507,3.13569719464456,0.0505120568503507,1,1
